,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type
1579,Active Life; Horseback Riding,Tempe,"400 N Scottsdale Rd
Tempe, AZ 85281",UbQNydRclNmwephwsTzJtg,33.435248,-111.930275,Papago Riding Stable,,True,4,5.0,AZ,business
1580,American (Traditional); Fast Food; Restaurants,Glendale,"5151 W Peoria Ave
Glendale, AZ 85302",uy1Ek9LC3uDGH-DHtGx00Q,33.581443,-112.170152,Sonic Drive-In,,True,4,3.5,AZ,business
1581,Adult Entertainment; Nightlife,Phoenix,"4420 E Thomas Road
Phoenix, AZ 85018",NLMGmL27O1H-Vr-HnYQJ1Q,33.480699,-111.986064,Bombshells Cabaret Gentlemen's Club,,True,5,2.5,AZ,business
1582,Food; Farmers Market,Peoria,"8375 W Thunderbird Rd
Peoria, AZ 85381",fRV_jh8IxvGh0jY5dT91Rw,33.6088949,-112.239247,Sprouts Farmers Markets,,True,20,4.0,AZ,business
1583,Restaurants,Mesa,"6820 E Superstition Springs
Mesa, AZ 85209",0le8kj4gIHe9aZ1NfS2_Ag,33.384081,-111.684228,Burger King,,True,5,2.0,AZ,business
1584,American (New); Restaurants,Cave Creek,"5736 E Rancho Manana Blvd
Cave Creek, AZ 85331",TehSM5JrMRikSnjnnfulbw,33.8321704,-111.9583011,Tonto Bar & Grill,,True,54,4.0,AZ,business
1585,Hotels & Travel; Event Planning & Services; Hotels,Chandler,"1221 S Spectrum Blvd
Chandler, AZ 85286",iSZFjTt2JOpow9PdKQeR0g,33.287221,-111.88743,Homewood Suites by Hilton Chandler Fashion Center,,True,5,4.0,AZ,business
1586,Bars; Dive Bars; Burgers; Nightlife; Sports Bars; Restaurants,Phoenix,"2801 N 15th Ave
Phoenix, AZ 85007",N_6bV3c3JagKW7sD3X9ldA,33.4798163,-112.091191,Original Hamburger Works,,True,111,4.0,AZ,business
1587,Barbeque; Restaurants,Phoenix,"11801 N 19th Ave
Phoenix, AZ 85029",Pju_pKfvEnUYV9wMVNsacg,33.5937119,-112.099237,Grady's,,False,18,4.5,AZ,business
1588,Pakistani; Indian; Buffets; Restaurants,Tempe,"933 E University Dr
Ste 103
Tempe, AZ 85281",JsanjIgKkl_b6kc4qWC55Q,33.42135,-111.924806,Delhi Palace Cuisine of India,,True,68,4.0,AZ,business
1589,Women's Clothing; Men's Clothing; Fashion; Shopping; Children's Clothing,Chandler,"Chandler Fashion Center
3111 West Chandler Blvd.
Chandler, AZ 85226",4OWm9VK8m4mLGdyfyywyBQ,33.3022462,-111.897967,Gap,,True,4,4.0,AZ,business
1590,,Glendale,"9410 W Hanna Dr Ste A103
Glendale, AZ 85305",eM0BAZ57RDHdhvXc72O8Pg,33.535088,-112.261016,Just Sports,,True,3,3.0,AZ,business
1591,Shopping; Cosmetics & Beauty Supply; Beauty & Spas,Scottsdale,"9019 E Indian Bend Rd
Scottsdale, AZ 85250",m4VY93kQDJsXoDrCfnoZZA,33.5384293,-111.8869336,Ulta 3 Cosmetics,,True,7,3.0,AZ,business
1592,Home Services; Heating & Air Conditioning/HVAC,Mesa,"950 W Birchwood Ave
Ste 12
Mesa, AZ 85210",5JZER3cOJqDLzw_vGpsODg,33.4103413,-111.8522824,Arizona Cold Air,,True,3,5.0,AZ,business
1593,Women's Clothing; Men's Clothing; Fashion; Shopping; Shoe Stores,Phoenix,"21001 N Tatum Blvd
Phoenix, AZ 85050",0sML_PZTH3aQcXi5bkyLZA,33.678615,-111.9746066,Kohl's Department Stores,,True,12,4.0,AZ,business
1594,Restaurants,Phoenix,"2141 W Deer Valley Road
Phoenix, AZ 85027",wJGJt3NPaHvE-GMIeN-H5Q,33.6834952,-112.1063599,Jack In the Box,,True,6,3.0,AZ,business
1595,Veterinarians; Pets,Gilbert,"1525 N Gilbert Rd Ste 101
Gilbert, AZ 85234",u9kl0iwI7Ziu2GV3IIEPyg,33.3750117,-111.7896301,Crosswinds Animal Clinic,,True,6,5.0,AZ,business
1596,Chinese; Restaurants,Chandler,"4030 W Ray Rd
Chandler, AZ 85226",T_d9GB_p0ajNTVEZ2CMmrw,33.321266,-111.911648,Pick Up Stix,,False,4,3.0,AZ,business
1597,Seafood; Restaurants,Queen Creek,"21803 S Ellsworth Rd
Ste 101
Queen Creek, AZ 85142",5cA0fBYsNagnDot1AATykA,33.2504097,-111.6341365,Hanzys Seafood,,True,4,4.5,AZ,business
1598,"Books, Mags, Music & Video; Shopping; Bookstores",Phoenix,"2102 E Camelback Rd
Phoenix, AZ 85016",KuvulkmTnvg_aGY4c5tbgg,33.509497,-112.03645,Half Price Books Records Magazines,,True,23,3.5,AZ,business
1599,Pet Groomers; Pet Services; Pets,Scottsdale,"23341 N Pima Rd
Ste 133
Scottsdale, AZ 85255",Mh04jeZN1kKfS_u3JU-I_w,33.6968334307204,-111.890323162079,Posh Pet Boutique and SPAw,,True,4,4.0,AZ,business
1600,Active Life; Dog Parks; Parks,Chandler,"250 S Kyrene Rd
Chandler, AZ 85225",sGc0p_EuJzgm-Q3Mjb0jVw,33.295555,-111.948865,West Chandler Bark Park,,True,4,2.5,AZ,business
1601,Auto Repair; Automotive,Tempe,"7780 S Autoplex Loop
Tempe, AZ 85284",KRZKl_NCQ1cMD1AJpWDTwQ,33.346579,-111.9692411,Coulter Motor Company Service & Parts,,True,3,4.5,AZ,business
1602,Pizza; Restaurants,Phoenix,"4705 E Carefree Hwy
Phoenix, AZ 85073",FZbOTO_WU10O3YEi60kahw,33.7977694,-111.9798909,Famous Ray's Pizza,,True,4,1.5,AZ,business
1603,Shopping; Jewelry,Phoenix,"3404 N 24th Street
Phoenix, AZ 85016",_yPLHvbeRcFazrUusCNHKA,33.4878314,-112.0304322,C & C Coin and Stamp,,True,3,5.0,AZ,business
1604,Bars; Nightlife,Phoenix,"609 E Adams St
Phoenix, AZ 85004",JR95uaM82xBUIZ-kQ785iA,33.4493749,-112.0659413,Bar Bianco,,True,45,4.0,AZ,business
1605,Mexican; Restaurants,Gilbert,"904 N McQueen Rd
Gilbert, AZ 85233",M_GFrB5jq323JAIh9aU0Bw,33.366193,-111.825118,The Fat Burrito,,False,7,2.5,AZ,business
1606,Pizza; Restaurants,Phoenix,"2501 W Happy Valley Road
Phoenix, AZ 85085",3Gsex5Dyhnoul9l_914MGQ,33.7110102,-112.1142778,Rays Pizza,,True,29,3.5,AZ,business
1607,Automotive; Body Shops; Auto Glass Services,Mesa,"260 S Alma School Rd
Ste 101
Mesa, AZ 85210",f-guUfaaHODULd2XB2WtBw,33.4097819,-111.8575439,Kales Collision Centers,,True,3,5.0,AZ,business
1608,Hair Salons; Beauty & Spas,Scottsdale,"7105 E 1st Ave
Scottsdale, AZ 85251",ECtNex6ZbLy6vJahpP_pgw,33.493753,-111.928103,Paul G Studio,,True,5,5.0,AZ,business
1609,Food; Specialty Food,Scottsdale,"15941 N 77th St
Ste 3
Scottsdale, AZ 85260",FtIZP3Jt-sri23CO84C4gw,33.63047,-111.914543,White Lion Tea,,True,3,5.0,AZ,business
1610,Hot Dogs; Restaurants,Phoenix,"15 N 40th St
Phoenix, AZ 85034",Qb0n61e_lsMmFuwwktjmjw,33.4485548,-111.9953159,Franks A Lot,,True,12,3.5,AZ,business
1611,Food; Gelato,Mesa,"937 N Dobson Rd
Ste 103
Mesa, AZ 85201",gb-k4Z17XxuPkUmsevwBYg,33.434102,-111.8677129,Angel Sweet Gelato,,True,35,4.5,AZ,business
1612,Food; Grocery,Goodyear,"315 N Litchfield Rd
Goodyear, AZ 85338",4YX4ZtUqs6xtcc4AdjbpeQ,33.449921,-112.357992,Circle K Stores Inc,,True,3,2.0,AZ,business
1613,Food; Food Delivery Services; Delis; Sandwiches; Restaurants,Chandler,"800 N 54th St
Chandler, AZ 85226",m3u8wtUHORnLlB-Wl84Fzg,33.316694,-111.968845,Jimmy John's,,True,20,4.0,AZ,business
1614,Delis; Sandwiches; Restaurants,Scottsdale,"7900 E Greenway Rd
Ste 112
Scottsdale, AZ 85260",J8mGEhhQGVWqxJVijiHQ0g,33.6258545590971,-111.910674975519,Greenway Grill & Deli,,True,5,4.0,AZ,business
1615,Pizza; Restaurants,Scottsdale,"6730 E Thomas Road
Scottsdale, AZ 85251",27hfvE5DcOY3J1-MWbTU9Q,33.4803674,-111.9360779,Streets of New York,,True,13,3.5,AZ,business
1616,Women's Clothing; Fashion; Shopping,Phoenix,"9617 Metro Pkwy W
Ste 2010
Phoenix, AZ 85051",GwNw2geUXjn-w4hxKjTVvQ,33.5736474,-112.1246893,Torrid,,True,7,4.0,AZ,business
1617,Beauty & Spas; Nail Salons,Tempe,"1740 E Broadway RD
Ste 104
Tempe, AZ 85282",atIp_n45JaHeY86-Gd4Xxg,33.4079742431641,-111.910575866699,Pleasant Nails,,True,3,3.5,AZ,business
1618,Food; Coffee & Tea,Scottsdale,"7051 E 5th Ave
Ste C
Scottsdale, AZ 85251",L4wWnOQM5HAjj7Tjh_Nh6Q,33.497568,-111.929223,Tea Time,,True,10,4.5,AZ,business
1619,Breakfast & Brunch; American (Traditional); Restaurants,Mesa,"405 W Main St
Mesa, AZ 85201",97AFYADGuOJX-mx8YPFZpg,33.4149566,-111.8400473,Grandma's Kitchen,,True,23,3.0,AZ,business
1620,American (Traditional); Restaurants,Scottsdale,"4800 N Scottsdale Rd
Ste 1700
Scottsdale, AZ 85251",mxrXVZWc6PWk81gvOVNOUw,33.5086952779617,-111.927080154419,Roaring Fork,,True,293,4.0,AZ,business
1621,Thai; Restaurants,Anthem,"3655 W Anthem Way
Ste B-127
Anthem, AZ 85086",5nrEG6lFlKfr-OluekbsTw,33.8645537841385,-112.137740850449,Dara Thai,,True,36,4.0,AZ,business
1622,Wine Bars; Bars; Nightlife,Scottsdale,"7122 E Greenway Pkwy
Scottsdale, AZ 85254",91IWybAX774ZiXzQYhRtcQ,33.622874,-111.9293766,Bacchus Wine Made Simple,,False,8,4.5,AZ,business
1623,Local Services; Shopping; Jewelry; Watches; Watch Repair,Scottsdale,"7014 East Camelback Road
Scottsdale Fashion Square
Scottsdale, AZ 85251",ta_k1SjJVQJeUuDIJSs4CQ,33.5025941,-111.9296765,Tourneau,,True,3,4.5,AZ,business
1624,Mexican; Restaurants,Phoenix,"21001 N Tatum Blvd
Phoenix, AZ 85050",HbzAtY5PD6rMifst65PzQg,33.678615,-111.9746066,On The Border Mexican Grill & Cantina,,False,4,2.5,AZ,business
1625,Arts & Entertainment; Stadiums & Arenas,Phoenix,"5999 E Van Buren St
Phoenix, AZ 85008",n-Q7d10K0h6PyNewmiHLyg,33.449186,-111.954417,Phoenix Municipal Stadium,,True,39,3.5,AZ,business
1626,Mexican; Restaurants,Phoenix,"4613 E Thomas Rd
Phoenix, AZ 85018",KGX7O-_WqOIy9o7u9NOa9A,33.480203,-111.9825532,Sonora Mesquite Grill,,False,163,4.5,AZ,business
1627,Diners; Restaurants,Phoenix,"18450 N 19th Ave
Phoenix, AZ 85023",knLSows1coxal0jKtFGl8Q,33.6545567,-112.1000439,Alexis Family Restaurant,,True,15,3.0,AZ,business
1628,Shopping,Phoenix,"3801 E Washington St
Phoenix, AZ 85034",jkNMvDsQ5IqyACelUHdduA,33.447654,-111.997989,Park 'n Swap,,True,7,3.0,AZ,business
1629,Food; Coffee & Tea,Goodyear,"1690 N Dysart Rd
Goodyear, AZ 85395",JRwi26gv3IxoXoRY8gIQ4A,33.465104,-112.341184,Starbucks Coffee Co,,True,9,4.0,AZ,business
1630,Active Life; Skydiving,Maricopa,"33461 W Trading Post Rd
Maricopa, AZ 85138",55lp5zSKItLHdCDFVXqYew,32.983623,-111.927217,Airparamo,,True,3,4.5,AZ,business
1631,Food; Ice Cream & Frozen Yogurt,Phoenix,"3232 E Shea Blvd
Phoenix, AZ 85028",IDPhqF84JUB7UWV8YGw76g,33.5825896,-112.0097908,Yogurt Mart,,True,7,2.0,AZ,business
1632,Active Life; Amateur Sports Teams,Phoenix,"Arizona Veterans Memorial Coliseum
1826 W McDowell Rd
Phoenix, AZ 85007",tVPu9d9mtKu2EpwdhmqNgA,33.4462721,-112.0893682,Arizona Derby Dames,,True,14,4.5,AZ,business
1633,Pizza; Restaurants,Tempe,"11 E 6th St
Tempe, AZ 85281",cUaaIk_3UdeSJ54CLvrW8A,33.4243474,-111.9398364,Slices Pizza,,True,60,3.5,AZ,business
1634,Asian Fusion; Mongolian; Restaurants,Chandler,"2990 E Germann Rd
Ste 5
Chandler, AZ 85249",sa-CgzlC0m5xrspvBbz6xA,33.2795972846121,-111.791167259216,YC'S Mongolian Grill,,True,18,4.0,AZ,business
1635,Pizza; Restaurants,Maricopa,"20924 N John Wayne Parkway
Maricopa, AZ 85239",MIoY6xh7GAYFiw2tqiXOSw,33.069503,-112.047367,Rosati's Pizza,,True,5,2.5,AZ,business
1636,Bars; Golf; Food; Nightlife; Active Life; Sports Bars,Chandler,"6170 W Chandler Blvd
Ste 1
Chandler, AZ 85226",gIIZfrFSf3S4fJ_w-7HqUQ,33.3060571,-111.9484225,Crosswoods Indoor Golf,,False,3,3.5,AZ,business
1637,Photographers; Event Planning & Services,Scottsdale,"7525 E Camelback Rd
Ste 201
Scottsdale, AZ 85251",iuNFLECW_VOhobM8QO9UCQ,33.5021153,-111.9194323,Boudoir Bliss,,True,3,5.0,AZ,business
1638,Latin American; Restaurants,Mesa,"303 E Southern Ave
Ste 113
Mesa, AZ 85210",vxPPpj5jJKO8DtapF5S-NQ,33.392497,-111.823336,Salvadoreno Restaurant,,True,36,4.0,AZ,business
1639,Arts & Entertainment; Specialty Schools; Performing Arts; Dance Schools; Fitness & Instruction; Active Life; Dance Studios; Education,Tempe,"524 W Broadway Rd
Ste 107
Tempe, AZ 85282",CKRALj772nYFBl2ePF6lpw,33.4076118,-111.9470154,Plaza de Anaya World Fusion Studio,,True,6,5.0,AZ,business
1640,Food; Donuts,Peoria,"8495 W Grand Ave
Peoria, AZ 85345",nXyxu-rRUtEkd2No0359Og,33.5774693,-112.2353687,K-May Donuts and Bagels,,True,5,5.0,AZ,business
1641,Health & Medical; Dentists; General Dentistry,Gilbert,"1489 W Elliot Rd
Ste 101
Gilbert, AZ 85233",QXzLBOEhc50cm9Mo2MjBAw,33.347967,-111.821864,Island Dental,,True,3,3.5,AZ,business
1642,Auto Repair; Automotive,Phoenix,"4101 E Bell Rd
Phoenix, AZ 85032",F7QU8xym1oYgYRjT97R1wg,33.640119,-111.992554,"Kelly Clark Automotive Specialists North, LLC",,True,9,4.0,AZ,business
1643,Marketing; Professional Services,Phoenix,"6232 N 7th
Ste 214
Phoenix, AZ 85014",jcXeqw7G2g4zvf0igG2Hdg,33.5284023,-112.0650359,Mind the Gap Marketing Solutions,,True,3,4.5,AZ,business
1644,Flowers & Gifts; Shopping,Mesa,"2837 N Power Rd
Ste 110
Mesa, AZ 85215",a1EB77mHK5AGXqoGgPixvQ,33.4680443543927,-111.682685322741,Elaine Todd Distinctive Gifts,,True,3,3.5,AZ,business
1645,Hot Tub & Pool; Shopping; Home & Garden,Glendale,"12035 N 59th Ave
Glendale, AZ 85304",pqszb-x2EalfCRFvOO1SPQ,33.595572,-112.185592,Northwest Pool and Spa,,True,4,4.5,AZ,business
1646,Pizza; Restaurants,Gilbert,"1026 S Gilbert Rd
Gilbert, AZ 85296",ix5rNG55EmWbzTranmt_Og,33.331044,-111.791284,Boston's Gourmet Pizza,,False,6,3.0,AZ,business
1647,Restaurants; Italian,Phoenix,"6525 W Happy Valley Rd
Phoenix, AZ 85310",wCi6nBXnXf5PAHqJZP9dqA,33.710985,-112.200326,Fiorella's,,True,33,3.5,AZ,business
1648,Shopping; Home Services; Internet Service Providers; Mobile Phones; Professional Services; Electronics,Mesa,"1935 S Val Vista Dr
Ste 103-104
Mesa, AZ 85204",qwi36CWfyYxrBnyF5jA2FQ,33.3812843,-111.7535064,Verizon Wireless,,True,3,3.5,AZ,business
1649,Home Services; Real Estate; Apartments,Tempe,"909 W Grove Pkwy
Tempe, AZ 85283",onto4zpPMd1fIfNLxzZcZA,33.3546892,-111.9534086,Tempe Groves,,False,5,3.0,AZ,business
1650,Barbeque; Hawaiian; Restaurants,Mesa,"4972 S Power Rd
Mesa, AZ 85212",RSOppDX3TPNbBtrWuIMElA,33.3258398983891,-111.687473058701,Ono Hawaiian BBQ,,True,16,3.0,AZ,business
1651,Active Life; Hiking,Mesa,"Usery Mountain Regional Park
3939 N. Usery Pass Road
Mesa, AZ 85207",u_5FYM0uuu3v9q1laPDnow,33.4702285,-111.6124152,Wind Cave Trail,,True,5,4.0,AZ,business
1652,Shopping; Home Decor; Home & Garden; Furniture Stores,Scottsdale,"8230 E Raintree Dr
Ste 109
Scottsdale, AZ 85260",6y74XfSybBDSOwpGmAOy8w,33.619645,-111.903462,Artafax,,True,5,4.5,AZ,business
1653,Shopping; Cosmetics & Beauty Supply; Beauty & Spas,Scottsdale,"7014 E Camelback Rd
Scottsdale, AZ 85251",pdxyZdnwltQXcu-kD5rpXQ,33.5025941,-111.9296765,Sephora,,True,28,4.0,AZ,business
1654,Shopping; Home & Garden,Phoenix,"17826 N Tatum Boulevard
Phoenix, AZ 85032",tWZggyzTz--_agCKoW280Q,33.648478,-111.978742,Sprinkler World,,True,4,4.5,AZ,business
1655,Food; Coffee & Tea,Phoenix,"3175 E. Thomas Road
Phoenix, AZ 85016",uf6gvmoJNW-tne9xGwTP3A,33.4804821,-112.0134407,Starbucks,,True,6,2.5,AZ,business
1656,Breakfast & Brunch; Restaurants,Scottsdale,"9375 E Bell Rd
Scottsdale, AZ 85255",Cz0McL5lUaihqOIw0_Yo7w,33.639241,-111.881719,Over Easy,,True,105,3.5,AZ,business
1657,Automotive; Car Dealers,Scottsdale,"707 N Scottsdale Rd
Scottsdale, AZ 85257",fh8jKj6FcTksm6Mf4khBaw,33.456088,-111.925966,Arizona Auto Associates,,True,3,5.0,AZ,business
1658,Food; Street Vendors; Barbeque; Restaurants,Apache Junction,"Chevron
3940 S Ironwood Dr
Apache Junction, AZ 85120",ElEF5b3n27IBzbA4R-1M1g,33.3791106,-111.563513,Brown Bear BBQ,,True,3,3.5,AZ,business
1659,Mexican; Event Planning & Services; Venues & Event Spaces; Restaurants,Phoenix,"7330 N Dreamy Draw Dr
Phoenix, AZ 85020",G9LwkTSdKOyOGqd5BbuIkA,33.545329,-112.043169,Aunt Chilada's,,True,155,3.5,AZ,business
1660,Health & Medical; Urgent Care,Chandler,"2875 W Ray Rd
Chandler, AZ 85224",RTfAHMeImpYOcotRiPiUaQ,33.32014,-111.891393,Urgent Care Express,,True,3,3.5,AZ,business
1661,Breakfast & Brunch; Restaurants,Mesa,"1150 S Country Club Drive
Mesa, AZ 85210",udyeC0A16GWcSas7L5hwHg,33.3939196,-111.8402948,Denny's,,True,4,3.5,AZ,business
1662,Mexican; Restaurants,Queen Creek,"25821 S Power Rd
Queen Creek, AZ 85242",i1GWM0MKxF3V5jveyCks7A,33.2135559,-111.685426,El Rico's,,False,25,4.0,AZ,business
1663,,Phoenix,"4715 N Central Ave
Phoenix, AZ 85012",WVwnnx8Cut5Wih2KYtXKcQ,33.5057595,-112.0734668,St Francis Xavier Catholic Church,,True,5,4.5,AZ,business
1664,Food; Do-It-Yourself Food; Mexican; Restaurants,Mesa,"1239 S Higley Rd
Ste 101
Mesa, AZ 85206",qrLqx4oBeR2gNDE873bUHw,33.391749,-111.718769,Taco 4U,,True,4,3.5,AZ,business
1665,Barbers; Beauty & Spas,Glendale,"4718 W Olive Ave
Glendale, AZ 85302",H6AoAhl9HUcfM-qkurvnbw,33.567617,-112.160653,Ely's Barber Shop,,True,3,5.0,AZ,business
1666,Car Wash; Automotive; Auto Detailing,Scottsdale,"8053 E  Raintree Dr
Scottsdale, AZ 85260",5BBqhEv0jZ6KgLexlcV_3A,33.618865,-111.907443,Airpark Auto Spa,,True,3,5.0,AZ,business
1667,Mexican; Restaurants,Phoenix,"5150 W McDowell Road
Phoenix, AZ 85035",tNdb_01AHU3O1_ISE2Mf1w,33.4663506,-112.1711226,Las Cazuelas Mexican Food Restaurant,,True,5,3.5,AZ,business
1668,Pizza; Restaurants,Scottsdale,"6501 E Greenway Pkwy
Scottsdale, AZ 85254",3Srfy_VeCgwDbo4iyUFOtw,33.6251792,-111.9404813,Roni's Pizzeria,,False,5,1.0,AZ,business
1669,Food; Automotive; Convenience Stores; Gas & Service Stations,Phoenix,"7001 N 16th Street
Phoenix, AZ 85020",cl5gr18l4R00NnQbVtgJ5Q,33.5382505,-112.0474843,Chevron Stations,,True,3,1.5,AZ,business
1670,Automotive; Gas & Service Stations,Surprise,"15445 W Waddell Rd
Surprise, AZ 85379",jocqDjHCx0n4AjEJ2v6XYw,33.609457,-112.392704,4 Sons Chevron No 401,,True,4,3.0,AZ,business
1671,Women's Clothing; Fashion; Shopping,Scottsdale,"20801 N Scottsdale Rd
Ste 105
Scottsdale, AZ 85255",FPwWmlOKRUYfxUwkNl7hCg,33.675657,-111.9253528,Urban Lace Boutique,,True,3,4.0,AZ,business
1672,Post Offices; Public Services & Government,Phoenix,"9635 N 7th St
Phoenix, AZ 85020",uxoibUaXA-lRXM37ZV8Bsg,33.574396,-112.064623,US Post Office,,True,3,2.5,AZ,business
1673,Veterinarians; Pets,Mesa,"3109 E McKellips Rd
Ste 102
Mesa, AZ 85213",lkMCuM5rVYaz29zgJBb_fw,33.4514058,-111.763916,Bark Avenue Pet Hospital,,True,6,4.5,AZ,business
1674,Home Services; Real Estate; Apartments,Scottsdale,"6633 E Greenway Pkwy Ofc
Scottsdale, AZ 85254",vY9XP-H9f6g89H0fPUdlHg,33.621405,-111.937844,Tradition At Kierland,,True,3,2.0,AZ,business
1675,Local Services; Appliances & Repair,Glendale,"Glendale, AZ 85301",rzjBPTyYraANsGZ7OgICbw,33.5349253,-112.1847509,Protech Appliance Repair,,True,3,2.5,AZ,business
1676,Hotels & Travel; Event Planning & Services; Hotels,Phoenix,"2536 W Beryl Ave
Phoenix, AZ 85021",t-UozaJN6Qvyg1nksS6lAg,33.579659,-112.114685,Homewood Suites,,True,3,2.5,AZ,business
1677,Tex-Mex; Restaurants,Scottsdale,"15035 N Thompson Peak Pkwy
Scottsdale, AZ 85260",XA-mMT47rFZNEllPBCYWQQ,33.622535,-111.8739598,Chipotle Mexican Grill,,True,26,3.0,AZ,business
1678,American (Traditional); Restaurants,Scottsdale,"6720 N Scottsdale Rd
Scottsdale, AZ 85253",zWB92QgkfyNTVIB8RMsGkQ,33.533614,-111.927209,Spectrum Cafe,,True,3,5.0,AZ,business
1679,Mexican; Restaurants,Phoenix,"50 N Central Ave
Phoenix, AZ 85004",XI-_Y2XRw03mozGx0Z90Gw,33.4492227,-112.0740069,Baja Fresh Mexican Grill,,True,22,3.5,AZ,business
1680,,Tempe,"1840 E Warner Rd
Tempe, AZ 85284",yCHl3yjuhEqd1eeQjcLUaQ,33.335548,-111.907832,Tuesday Morning Inc,,True,3,2.5,AZ,business
1681,Eyelash Service; Beauty & Spas,Phoenix,"Phoenix, AZ 85054",f1ojRs4ePye1_bQHtUywaQ,33.6710502,-111.9403254,Wink Facial and Lash Bar,,True,7,5.0,AZ,business
1682,Chinese; Restaurants,Mesa,"1116 S Dobson Rd
Ste 123
Mesa, AZ 85202",8TGUK7LD3M-vLWml-jLb0w,33.394432,-111.875578,Best Hong Kong Dining,,True,37,3.5,AZ,business
1683,Italian; Pizza; Restaurants,Phoenix,"1008 E Camelback Rd
Phoenix, AZ 85014",ML1RJdeZ7bbfMrHvJ7m99A,33.509578,-112.060185,Oregano's Pizza Bistro,,True,185,4.0,AZ,business
1684,Food; Coffee & Tea,Surprise,"15332 W Bell Rd
Surprise, AZ 85374",u7pDoiqy3u0fv8kRHleYkA,33.63891,-112.390427,Starbucks  ,,True,8,3.5,AZ,business
1685,Health & Medical; Chiropractors,Phoenix,"1650 E. Camelback Rd.
Suite 170
Phoenix, AZ 85016",az63c_MoXG_-Xs73Ocg0Ew,33.5094352,-112.0464076,The Joint ...The Chiropractic Place,,True,12,5.0,AZ,business
1686,Flowers & Gifts; Shopping; Event Planning & Services; Florists,Scottsdale,"4032 N Miller Rd
Ste 106
Scottsdale, AZ 85251",23sB_DG-bQO3luNlZ-vi4g,33.4947792,-111.9175074,Flora Unique Florist,,True,16,5.0,AZ,business
1687,Cards & Stationery; Arts & Crafts; Flowers & Gifts; Shopping; Event Planning & Services,Phoenix,"1925 E Camelback Rd
Ste 134
Phoenix, AZ 85016",EJ390XK1qtS6dbXadwdflQ,33.5092153,-112.0411402,Stacy's Hallmark,,True,6,4.5,AZ,business
1688,Hot Dogs; American (New); Restaurants,Mesa,"1734 E Main St
Ste 5
Mesa, AZ 85203",_9TMkGfbOyniL-5P3Sx0nw,33.4156796,-111.7936742,Fritzs Footlong Bar & Grill,,True,4,4.0,AZ,business
1689,Hotels & Travel; Event Planning & Services; Hotels,Tempe,"2100 South Priest Drive
Tempe, AZ 85282",VS6eeO_IxSW0pQOWPtXSEg,33.406538,-111.96167,Fiesta Resort Conference Center,,True,43,3.0,AZ,business
1690,Colleges & Universities; Education,Phoenix,"1202 W Thomas Rd
Phoenix, AZ 85013",mvqvgTyGVEfsTn335jVqaA,33.484574,-112.088656,Phoenix College,,True,8,3.5,AZ,business
1691,Mass Media; Radio Stations,Phoenix,"4747 N 7th St.
Ste 424
Phoenix, AZ 85014",-ZtFs3P1zKFv4RtY7iyssA,33.507592,-112.063896,Movin' 97.5 - KMVA FM,,True,6,3.5,AZ,business
1692,Restaurants; Pizza; Gluten-Free; Italian,Casa Grande,"105 W Florence Blvd.
Casa Grande, AZ 85222",8G4_ESDS6BOTVCAlNt6O8Q,32.8794202,-111.7523371,Picazzo's Gourmet Pizza & Salads,,False,19,4.0,AZ,business
1693,Women's Clothing; Fashion; Shopping; Accessories,Scottsdale,"8787 N Scottsdale Rd
Ste 224
Scottsdale, AZ 85253",Wpb8O1zSBwl5EQEaBkagIQ,33.546,-111.96828,Diva,,True,4,3.5,AZ,business
1694,American (Traditional); Tex-Mex; Restaurants,Tempe,"801 S Mill Ave
Tempe, AZ 85281",DpVZRn15Trc4oBU6MIxr3g,33.4217341,-111.9396896,Chili's Grill & Bar,,True,43,3.5,AZ,business
1695,Sporting Goods; Shopping,Phoenix,"2350 W. Happy Valley Road
Phoenix, AZ 85085",6v2PcNRjJkTOzyF9VtwdoQ,33.7129798,-112.1117298,Dick's Sporting Goods,,True,9,3.5,AZ,business
1696,Southern; Restaurants,Surprise,"17191 N Litchfield Rd
Surprise, AZ 85374",jLmqqAOiI7r9VCfuZ8NYRw,33.6397637,-112.3594585,Yorman's Bistro,,False,4,3.5,AZ,business
1697,Pet Services; Veterinarians; Pet Boarding/Pet Sitting; Pets,Queen Creek,"20201 E Ocotillo Rd
Queen Creek, AZ 85242",1O4M8H5g3vdrzg9WcLeGsg,33.2485613,-111.6467043,Queen Creek Veterinary Clinic,,True,3,2.0,AZ,business
1698,Automotive; Auto Parts & Supplies,Scottsdale,"14760 N Northsight Blvd
Scottsdale, AZ 85260",loj-LzdcfSlCWUXRQEN7iA,33.6196375,-111.8977352,Autozone,,True,8,4.5,AZ,business
1699,Mexican; Restaurants,Tempe,"818 W Broadway Rd
Tempe, AZ 85282",8t1wJJ1iGsIFbNzPlwCMVA,33.407717,-111.950803,Sombrero's Mexican Grill,,True,11,4.5,AZ,business
1700,Active Life; Martial Arts; Fitness & Instruction,Chandler,"6065 W Chandler Blvd
Ste 5
Chandler, AZ 85225",lK6y8VnWGm2f3n1xlm6FKQ,33.3181,-111.8332,Lee's ATA Martial Arts,,True,3,3.0,AZ,business
